School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL,Latitude,Longitude,img_url_list,url_list
Nicholls State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Master's Colleges & Universities,"Thibodaux, LA",www.geauxcolonels.com,www.nicholls.edu/,29.7957633,-90.822871,/images/responsive/logo.png,https://geauxcolonels.com/
Southeastern Louisiana University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Master's Colleges & Universities,"Hammond, LA",www.lionsports.net,www.selu.edu,41.5833658,-87.500043,/images/responsive/logo.png,https://lionsports.net/
Alcorn State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Alcorn State, MS",www.alcorn.edu,www.alcornsports.com,31.8779382,-91.1392755,/uploaded/themes/default_17/images/mpu-footer-logo.png,https://www.alcorn.edu
McNeese State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Master's Colleges & Universities,"Lake Charles, LA",www.mcneese.edu/,www.mcneesesports.com,30.2265949,-93.2173759,https://www.mcneese.edu/sites/wp-content/uploads/2017/09/mcneese-logo-color-m-1.svg,https://www.mcneese.edu/
Grambling State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Grambling, LA",www.gram.edu,www.gsutigers.com,32.5276503,-92.7140403,/_resources/images/gsu-brand-logo.png,https://www.gram.edu
Westminster College (Missouri),Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Fulton, MO",www.wcbluejays.com/landing/index,www.westminster-mo.edu/,38.8467082,-91.9479586,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
DePauw University,Division III,Division III,Non-DI,Active Member,North Coast Athletic Conference,North Coast Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Greencastle, IN",depauwtigers.com/landing/index,www.depauw.edu,39.6444898,-86.8647316,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Kalamazoo College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Kalamazoo, MI",hornets.kzoo.edu/landing/index,www.kzoo.edu/,42.291707,-85.5872286,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Southern Virginia University,Division III,Division III,Non-DI,Active Member,Capital Athletic Conference Inc.,Capital Athletic Conference Inc.,Non-HBCU,Private,Baccalaureate Colleges,"Buena Vista, VA",athletics.svu.edu/landing/index,www.svu.edu,37.7342962,-79.3539292,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Virginia Wesleyan University,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Virginia Beach, VA",vwcathletics.com/landing/index,www.vwc.edu/,36.8529841,-75.9774183,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
University of Findlay,Division II,Division II,Non-DI,Active Member,Great Midwest Athletic Conference,Great Midwest Athletic Conference,Non-HBCU,Private,Research Universities,"Findlay, OH",athletics.findlay.edu/landing/index,www.findlay.edu,41.0413873,-83.6503982,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Franklin College,Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Franklin, IN",franklingrizzlies.com/landing/index,www.franklincollege.edu,39.4149034,-85.0563234,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Bellarmine University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Research Universities,"Louisville, KY",athletics.bellarmine.edu/index.aspx,www.bellarmine.edu,38.2542376,-85.759407,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
State University of New York at Oswego,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Oswego, NY",oswegolakers.com/index.aspx,www.oswego.edu/index,43.4112973,-76.1279841,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
D'Youville College,Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Private,Research Universities,"Buffalo, NY",athletics.dyc.edu/landing/index,www.dyc.edu,42.8867166,-78.8783922,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
University of Scranton,Division III,Division III,Non-DI,Active Member,Landmark Conference,Landmark Conference,Non-HBCU,Private,Master's Colleges & Universities,"Scranton, PA",athletics.scranton.edu/landing/index,www.scranton.edu,41.4086874,-75.6621294,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Moravian College,Division III,Division III,Non-DI,Active Member,Landmark Conference,Landmark Conference,Non-HBCU,Private,Baccalaureate Colleges,"Bethlehem, PA",moraviansports.com/landing/index,www.moravian.edu,-1.45056,-48.4682453,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Millersville University of Pennsylvania,Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Millersville, PA",www.millersville.edu/index.php,www.millersvilleathletics.com/index.aspx,39.997998,-76.3545372,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
"Fairleigh Dickinson University, Florham",Division III,Division III,Non-DI,Active Member,Middle Atlantic Conferences,Middle Atlantic Conference Freedom,Non-HBCU,Private,Master's Colleges & Universities,"Madison, NJ",fdudevils.com/index.aspx,www.view2.fdu.edu/campuses-and-centers/florham-campus/,40.7598227,-74.417097,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Wilmington University (Delaware),Division II,Division II,Non-DI,Active Member,Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,Non-HBCU,Private,Research Universities,"New Castle, DE",athletics.wilmu.edu/landing/index,www.wilmu.edu/index.aspx,39.6620572,-75.5663132,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
University of Maine at Presque Isle,Division III,Division III,Non-DI,Active Member,North Atlantic Conference,North Atlantic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Presque Isle, ME",owls.umpi.edu/landing/index,www.umpi.edu,46.681479,-68.016357,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Gordon College,Division III,Division III,Non-DI,Active Member,Commonwealth Coast Conference,Commonwealth Coast Conference,Non-HBCU,Private,Baccalaureate Colleges,"Wenham, MA",athletics.gordon.edu/index.aspx,www.gordon.edu,42.60428065,-70.89315706857332,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Tufts University,Division III,Division III,Non-DI,Active Member,New England Small College Athletic Conference,New England Small College Athletic Conference,Non-HBCU,Private,Research Universities,"Medford, MA",www.gotuftsjumbos.com/landing/index,www.tufts.edu/,42.4184296,-71.1061639,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Williams College,Division III,Division III,Non-DI,Active Member,New England Small College Athletic Conference,New England Small College Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Williamstown, MA",athletics.williams.edu/landing/index,www.williams.edu/,42.6889156,-73.2246057,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Willamette University,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Salem, OR",willamette.prestosports.com/landing/index,www.willamette.edu/,44.9391565,-123.033121,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Colorado School of Mines,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Research Universities,"Golden, CO",www.csmorediggers.com/landing/index,www.mines.edu,39.755543,-105.2210997,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Johnson & Wales University (Denver),Division III,Division III,Non-DI,Provisional Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Denver, CO",denver.jwuathletics.com/landing/index,www.jwu.edu/campuses/denver/index.html,39.7392364,-104.9848623,/images/setup/presto_logo_white.png,https://www.gocentenary.com/landing/index
Harding University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Private,Research Universities,"Searcy, AR",www.harding.edu,www.hardingsports.com,35.9018987,-92.7098744,/img/logo/logo-circle@2x.png,https://www.harding.edu
Hendrix College,Division III,Division III,Non-DI,Active Member,Southern Athletic Association,Southern Athletic Association,Non-HBCU,Private,Baccalaureate Colleges,"Conway, AR",www.hendrix.edu,www.hendrixwarriors.com,-32.8842834,-60.726302,/staticresources/images/hendrixlogo_bob.svg,https://www.hendrix.edu
University of South Alabama,Division I,Division I,DI FBS,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"Mobile, AL",www.southalabama.edu,www.usajaguars.com,30.6943566,-88.0430541,/_resources/images/topnav/logo-header-lg.png,https://www.southalabama.edu
Louisiana College,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Pineville, LA",www.lacollege.edu,www.lcwildcats.net,36.7620301,-83.6949176,https://lacollege.edu/wp-content/uploads/2020/06/lc_logo_chevron_shadow-1.png,https://lacollege.edu/
Northwestern State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Master's Colleges & Universities,"Natchitoches, LA",www.nsudemons.com,www.nsula.edu,31.7606732,-93.0860209,https://dbukjj6eu5tsf.cloudfront.net/sidearm.sites/nsudemons.com/images/responsive/mainnav_logo.svg,https://nsudemons.com/
Arkansas State University,Division I,Division I,DI FBS,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"State University, AR",www.astate.edu,www.astateredwolves.com,41.7159186,44.7103158,//www.astate.edu/includes/versions/1/img/logo.png,https://www.astate.edu
Arkansas Tech University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Public,Master's Colleges & Universities,"Russellville, AR",arkansastechsports.com/,www.atu.edu,35.2784173,-93.1337856,/images/assets/logo.png,https://arkansastechsports.com/
"University of Arkansas, Pine Bluff",Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Baccalaureate Colleges,"Pine Bluff, AR",www.uapb.edu,www.uapblionsroar.com,34.2157064,-92.0140402,/images/logo.png,https://www.uapb.edu
University of the Ozarks (Arkansas),Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Clarksville, AR",www.ozarks.edu/,www.uofoathletics.com/landing/index,35.4714724,-93.4665731,https://mk0ozarks1wglrp6vs6c.kinstacdn.com/wp-content/themes/ozarks/assets/images/white-logo.svg,https://ozarks.edu/
University of Memphis,Division I,Division I,DI FBS,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Public,Research Universities,"Memphis, TN",www.gotigersgo.com,www.memphis.edu/,35.1490215,-90.0516285,https://dbukjj6eu5tsf.cloudfront.net/sidearm.sites/gotigersgo.com/images/responsive_2020/logo_main.svg,https://gotigersgo.com/
University of West Alabama,Division II,Division II,Non-DI,Active Member,Gulf South Conference,Gulf South Conference,Non-HBCU,Public,Master's Colleges & Universities,"Livingston, AL",www.uwa.edu/,www.uwaathletics.com,32.5843026,-88.1872474,/themes/uwa/img/logo.png,https://www.uwa.edu/
"University of Arkansas, Fayetteville",Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Fayetteville, AR",www.arkansasrazorbacks.com,www.uark.edu,36.0625843,-94.1574328,https://arkansasrazorbacks.com/wp-content/uploads/2018/10/razorbacks_logo-e1540503983769.png,https://arkansasrazorbacks.com/
Drury University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Master's Colleges & Universities,"Springfield, MO",www.drury.edu,www.drurypanthers.com/,37.2166779,-93.2920373,/assets/images/here-logo-main.svg,https://www.drury.edu
Missouri State University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Conference,Non-HBCU,Public,Research Universities,"Springfield, MO",www.missouristate.edu,www.missouristatebears.com,37.2166779,-93.2920373,https://missouristate.info/msuwds/v2/images/sgf-logo.svg,https://www.missouristate.edu
Rockhurst University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Master's Colleges & Universities,"Kansas City, MO",www.rockhurst.edu/,www.rockhursthawks.com/,39.100105,-94.5781416,https://www.rockhurst.edu/sites/all/themes/rockhurst2019/images/ru-header-logo.png,https://www.rockhurst.edu/
Pittsburg State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Pittsburg, KS",www.pittstate.edu,www.pittstategorillas.com,37.4108841,-94.70496,https://global.pittstate.edu/_assets/images/ksdegreestats_logo_stacked.png,https://www.pittstate.edu
Missouri Southern State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Baccalaureate Colleges,"Joplin, MO",mssulions.com,www.mssu.edu/,37.08418,-94.51323,https://dbukjj6eu5tsf.cloudfront.net/sidearm.sites/mssu.sidearmsports.com/images/responsive/main-logo.svg,https://mssulions.com
Quincy University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Baccalaureate Colleges,"Quincy, IL",quhawks.com,www.quincy.edu/,42.2528772,-71.0022705,https://dbukjj6eu5tsf.cloudfront.net/sidearm.sites/hawks.quincy.edu/responsive/images/svg/footer_ncaa_logo.svg,https://quhawks.com
