Plymouth State University,Division III,Division III,Non-DI,Active Member,Little East Conference,Little East Conference,Non-HBCU,Public,Master's Colleges & Universities,"Plymouth, NH",www.plymouth.edu/,www.plymouth.edu/athletic/
Millikin University,Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Baccalaureate Colleges,"Decatur, IL",athletics.millikin.edu,www.millikin.edu/
Morehead State University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Morehead, KY",www.moreheadstate.edu,www.msueagles.com
Northern Kentucky University,Division I,Division I,DI Subdivision,Active Member,Horizon League,Horizon League,Non-HBCU,Public,Research Universities,"Highland Heights, KY",www.nku.edu,www.nkunorse.com
Manchester University,Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"North Manchester, IN",www.manchester.edu,www.muspartans.com
Purdue University Fort Wayne,Division I,Division I,DI Subdivision,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Master's Colleges & Universities,"Fort Wayne, IN",www.gomastodons.com/,www.ipfw.edu/
Purdue University,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"West Lafayette, IN",www.purdue.edu,www.purduesports.com
Wabash College,Division III,Division III,Non-DI,Active Member,North Coast Athletic Conference,North Coast Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Crawfordsville, IN",www.wabash.edu/,www.wabash.edu/sports
Rose-Hulman Institute of Technology,Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Special Focus Schools,"Terre Haute, IN",www.rose-hulman.edu/,www.rose-hulman.edu/athletics
"Indiana University, Bloomington",Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Bloomington, IN",iuhoosiers.com/,www.iub.edu/
Franklin College,Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Franklin, IN",franklingrizzlies.com/landing/index,www.franklincollege.edu
Miami University (Ohio),Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"Oxford, OH",www.miamiOH.edu,www.muRedHawks.com
Earlham College,Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Richmond, IN",www.earlham.edu,www.goearlham.com
University of Dayton,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Research Universities,"Dayton, OH",www.daytonflyers.com,www.udayton.edu
Wittenberg University,Division III,Division III,Non-DI,Active Member,North Coast Athletic Conference,North Coast Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Springfield, OH",www.wittenberg.edu,www.wittenbergtigers.com
Case Western Reserve University,Division III,Division III,Non-DI,Active Member,University Athletic Association,University Athletic Association,Non-HBCU,Private,Research Universities,"Cleveland, OH",athletics.case.edu,www.case.edu
John Carroll University,Division III,Division III,Non-DI,Active Member,Ohio Athletic Conference,Ohio Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"University Heights, OH",www.jcu.edu,www.jcusports.com
University of Akron,Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"Akron, OH",www.gozips.com,www.uakron.edu
University of Mount Union,Division III,Division III,Non-DI,Active Member,Ohio Athletic Conference,Ohio Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Alliance, OH",athletics.mountunion.edu,www.mountunion.edu
La Roche University,Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Pittsburgh, PA",larochesports.com,www.laroche.edu
Grove City College,Division III,Division III,Non-DI,Active Member,Presidents' Athletic Conference,Presidents' Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Grove City, PA",www.gcc.edu,www2.gcc.edu/sports/
Frostburg State University,Division III,Division III,Non-DI,Reclass DIII to DII (B20.6.3.1),Mountain East Conference,Mountain East Conference,Non-HBCU,Public,Master's Colleges & Universities,"Frostburg, MD",www.frostburg.edu/,www.frostburgsports.com
Eastern Mennonite University,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Master's Colleges & Universities,"Harrisonburg, VA",www.emu.edu,www.emuroyals.com
Bridgewater College (Virginia),Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Bridgewater, VA",www.bridgewater.edu,www.bridgewatereagles.com
Virginia Military Institute,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Public,Baccalaureate Colleges,"Lexington, VA",www.vmi.edu,www.vmikeydets.com
Southern Virginia University,Division III,Division III,Non-DI,Active Member,Capital Athletic Conference Inc.,Capital Athletic Conference Inc.,Non-HBCU,Private,Baccalaureate Colleges,"Buena Vista, VA",athletics.svu.edu/landing/index,www.svu.edu
University of Lynchburg,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Master's Colleges & Universities,"Lynchburg, VA",www.lynchburg.edu/,www.lynchburgsports.com/landing/index
Hampden-Sydney College,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Hampden-Sydney, VA",www.hsc.edu/,www.hscathletics.com
Christopher Newport University,Division III,Division III,Non-DI,Active Member,Capital Athletic Conference Inc.,Capital Athletic Conference Inc.,Non-HBCU,Public,Master's Colleges & Universities,"Newport News, VA",CNUsports.com,www.cnu.edu
George Washington University,Division I,Division I,DI Subdivision,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Research Universities,"Washington, DC",gwsports.collegesports.com,www.gwu.edu/
U.S. Naval Academy,Division I,Division I,DI FBS,Active Member,Patriot League,Patriot League,Non-HBCU,Public,Baccalaureate Colleges,"Annapolis, MD",www.navysports.com,www.usna.edu/
Washington College (Maryland),Division III,Division III,Non-DI,Active Member,Centennial Conference,Centennial Conference,Non-HBCU,Private,Baccalaureate Colleges,"Chestertown, MD",www.WashingtonCollegeSports.com,www.washcoll.edu/
Wesley College,Division III,Division III,Non-DI,Active Member,Atlantic East Conference,Atlantic East Conference,Non-HBCU,Private,Baccalaureate Colleges,"Dover, DE",www.gowesleyathletics.com,www.wesley.edu
"Rutgers, The State Univ. of New Jersey, Camden",Division III,Division III,Non-DI,Active Member,New Jersey Athletic Conference,New Jersey Athletic Conference,Non-HBCU,Public,Research Universities,"Camden, NJ",www.camden.rutgers.edu,www.scarletraptors.com
"Penn State University, Abington",Division III,Division III,Non-DI,Active Member,North Eastern Athletic Conference,North Eastern Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Abington, PA",www.abington.psu.edu,www.abingtonsports.com
Carroll University (Wisconsin),Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Master's Colleges & Universities,"Waukesha, WI",www.carrollu.edu,www.gopios.com
Eureka College,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Eureka, IL",www.eureka.edu,www.eurekareddevils.com
Simpson College,Division III,Division III,Non-DI,Active Member,American Rivers Conference,American Rivers Conference,Non-HBCU,Private,Baccalaureate Colleges,"Indianola, IA",www.simpson.edu/,www.simpsonathletics.com/landing/index
Truman State University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Kirksville, MO",www.truman.edu/,www.trumanbulldogs.com
Quincy University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Baccalaureate Colleges,"Quincy, IL",quhawks.com,www.quincy.edu/
MacMurray College,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Jacksonville, IL",www.mac.edu/,www.mac.edu/athletics
Webster University,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"St. Louis, MO",www.webster.edu/,www.websterathletics.com
University of Illinois at Springfield,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Springfield, IL",www.uis.edu,www.uisprairiestars.com
Greenville University,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Greenville, IL",www.greenville.edu,www.greenville.edu/athletics
Southern Illinois University at Carbondale,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Conference,Non-HBCU,Public,Research Universities,"Carbondale, IL",www.siuc.edu/,www.siusalukis.com/
Southeast Missouri State University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cape Girardeau, MO",www.GoSoutheast.com,www.semo.edu/
Westminster College (Missouri),Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Fulton, MO",www.wcbluejays.com/landing/index,www.westminster-mo.edu/
"University of Missouri, Columbia",Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Columbia, MO",www.missouri.edu,www.mutigers.com
Shorter University,Division II,Division II,Non-DI,Active Member,Gulf South Conference,Gulf South Conference,Non-HBCU,Private,Master's Colleges & Universities,"Rome, GA",www.goshorterhawks.com,www.shorter.edu
Transylvania University,Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Lexington, KY",www.transy.edu/,www.transysports.com
Elmhurst College,Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Master's Colleges & Universities,"Elmhurst, IL",www.elmhurstbluejays.com/,www.public.elmhurst.edu/
Wheaton College (Illinois),Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Baccalaureate Colleges,"Wheaton, IL",athletics.wheaton.edu,www.wheaton.edu
Bethany Lutheran College,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Mankato, MN",www.blc.edu,www.blcvikings.com
North Central University,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Minneapolis, MN",www.ncurams.com,www.northcentral.edu/
Mount St. Joseph University,Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Cincinnati, OH",www.msj.edu/,www.msjsports.com/
Washington and Lee University,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Lexington, VA",generalssports.com,www.wlu.edu
Berea College,Division III,Division III,Non-DI,Active Member,USA South Athletic Conference,USA South Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Berea, KY",www.berea.edu,www.bereaathletics.com
Centre College,Division III,Division III,Non-DI,Active Member,Southern Athletic Association,Southern Athletic Association,Non-HBCU,Private,Baccalaureate Colleges,"Danville, KY",www.centre.edu,www.centrecolonels.com
University of Kentucky,Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Lexington, KY",www.ukathletics.com,www.uky.edu
Hanover College,Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Hanover, IN",www.hanover.edu,www.hanover.edu/sports/
Bellarmine University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Research Universities,"Louisville, KY",athletics.bellarmine.edu/index.aspx,www.bellarmine.edu
Western Kentucky University,Division I,Division I,DI FBS,Active Member,Conference USA,Conference USA,Non-HBCU,Public,Research Universities,"Bowling Green, KY",www.wku.edu/,www.wkusports.com
Adrian College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Adrian, MI",www.adrian.edu,www.adrianbulldogs.com
Trine University,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Master's Colleges & Universities,"Angola, IN",www.trine.edu,www.trinethunder.com
Saginaw Valley State University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"University Center, MI",www.svsu.edu,www.svsucardinals.com
Missouri Western State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"St. Joseph, MO",www.gogriffons.com,www.missouriwestern.edu
Missouri State University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Conference,Non-HBCU,Public,Research Universities,"Springfield, MO",www.missouristate.edu,www.missouristatebears.com
Auburn University,Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Auburn, AL",www.auburn.edu,www.auburntigers.com
Tuskegee University,Division II,Division II,Non-DI,Active Member,Southern Intercol. Ath. Conf.,Southern Intercol. Ath. Conf.,HBCU,Private,Master's Colleges & Universities,"Tuskegee, AL",www.goldentigersports.com/,www.tuskegee.edu
University of Montevallo,Division II,Division II,Non-DI,Active Member,Gulf South Conference,Gulf South Conference,Non-HBCU,Public,Master's Colleges & Universities,"Montevallo, AL",www.montevallo.edu,www.montevallofalcons.com
Miles College,Division II,Division II,Non-DI,Active Member,Southern Intercol. Ath. Conf.,Southern Intercol. Ath. Conf.,HBCU,Private,Baccalaureate Colleges,"Fairfield, AL",milesgoldenbears.com/,www.miles.edu
Jacksonville State University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Jacksonville, AL",www.jsu.edu,www.jsugamecocksports.com
Heidelberg University,Division III,Division III,Non-DI,Active Member,Ohio Athletic Conference,Ohio Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Tiffin, OH",athletics.heidelberg.edu,www.heidelberg.edu
Anderson University (Indiana),Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Anderson, IN",www.anderson.edu,www.anderson.edu/athletics
University of Wisconsin-Whitewater,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Whitewater, WI",www.uww.edu/,www.uwwsports.com
University of Wisconsin-Stevens Point,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Stevens Point, WI",athletics.uwsp.edu,www.uwsp.edu/
Spalding University,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Research Universities,"Louisville, KY",www.spalding.edu,www.spaldingathletics.com
Lindenwood University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Research Universities,"St. Charles, MO",www.lindenwood.edu,www.lindenwoodlions.com
Maryville University of Saint Louis,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Research Universities,"St. Louis, MO",www.maryville.edu,www.maryvillesaints.com/
Northwest Missouri State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Maryville, MO",www.northwestbearcats.com,www.nwmissouri.edu/
Rockhurst University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Master's Colleges & Universities,"Kansas City, MO",www.rockhurst.edu/,www.rockhursthawks.com/
University of Kansas,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Lawrence, KS",www.ku.edu,www.kuathletics.com
Washburn University of Topeka,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Research Universities,"Topeka, KS",www.WUSports.com,www.washburn.edu
Newman University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Private,Master's Colleges & Universities,"Wichita, KS",www.newmanjets.com,www.newmanu.edu
Samford University,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Private,Research Universities,"Birmingham, AL",samfordsports.com,www.samford.edu/
Mississippi University for Women,Division III,Division III,Non-DI,Provisional Member,Independent,Independent,Non-HBCU,Public,Master's Colleges & Universities,"Columbus, MS",www.muw.edu,www.owlsathletics.com/landing/index
Millsaps College,Division III,Division III,Non-DI,Active Member,Southern Athletic Association,Southern Athletic Association,Non-HBCU,Private,Baccalaureate Colleges,"Jackson, MS",www.gomajors.com,www.millsaps.edu
The University of Southern Mississippi,Division I,Division I,DI FBS,Active Member,Conference USA,Conference USA,Non-HBCU,Public,Research Universities,"Hattiesburg, MS",Southernmiss.com,www.usm.edu/
Kansas State University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Manhattan, KS",www.k-state.edu/,www.kstatesports.com
Lynn University,Division II,Division II,Non-DI,Active Member,Sunshine State Conference,Sunshine State Conference,Non-HBCU,Private,Master's Colleges & Universities,"Boca Raton, FL",www.lynn.edu,www.lynnfightingknights.com
Saint Leo University,Division II,Division II,Non-DI,Active Member,Sunshine State Conference,Sunshine State Conference,Non-HBCU,Private,Master's Colleges & Universities,"Saint Leo, FL",www.saintleo.edu/,www.saintleolions.com
Rollins College,Division II,Division II,Non-DI,Active Member,Sunshine State Conference,Sunshine State Conference,Non-HBCU,Private,Master's Colleges & Universities,"Winter Park, FL",www.rollins.edu/,www.rollinssports.com
Embry-Riddle Aeronautical University (Florida),Division II,Division II,Non-DI,Active Member,Sunshine State Conference,Sunshine State Conference,Non-HBCU,Private,Master's Colleges & Universities,"Daytona Beach, FL",www.erau.edu,www.erauathletics.com
University of Florida,Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Gainesville, FL",www.floridagators.com,www.ufl.edu
Jacksonville University,Division I,Division I,DI FCS,Active Member,ASUN Conference,ASUN Conference,Non-HBCU,Private,Master's Colleges & Universities,"Jacksonville, FL",www.ju.edu,www.judolphins.com
Flagler College,Division II,Division II,Non-DI,Active Member,Peach Belt Conference,Peach Belt Conference,Non-HBCU,Private,Baccalaureate Colleges,"St. Augustine, FL",www.flagler.edu,www.flaglerathletics.com/
Stetson University,Division I,Division I,DI FCS,Active Member,ASUN Conference,ASUN Conference,Non-HBCU,Private,Master's Colleges & Universities,"DeLand, FL",www.gohatters.com,www.stetson.edu/
Alabama State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Montgomery, AL",www.alasu.edu,www.bamastatesports.com
University of Alabama,Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Tuscaloosa, AL",www.rolltide.com,www.ua.edu
"Concordia College, Moorhead",Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Moorhead, MN",www.concordiacollege.edu,www.gocobbers.com
North Dakota State University,Division I,Division I,DI FCS,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Fargo, ND",www.GoBison.com,www.ndsu.edu/
"University of Minnesota, Crookston",Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Baccalaureate Colleges,"Crookston, MN",www.goldeneaglesports.com/,www.umcrookston.edu
Ferrum College,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Ferrum, VA",www.ferrum.edu,www.ferrumpanthers.com
University of Richmond,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Baccalaureate Colleges,"Richmond, VA",www.RichmondSpiders.com/,www.richmond.edu/
West Virginia University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Morgantown, WV",www.wvu.edu,www.wvusports.com
Ohio University,Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"Athens, OH",www.OhioBobcats.com,www.ohio.edu
Eastern Illinois University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Charleston, IL",www.eiu.edu,www.eiupanthers.com
Virginia Commonwealth University,Division I,Division I,DI Subdivision,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Public,Research Universities,"Richmond, VA",www.vcu.edu,www.vcuathletics.com/
Messiah College,Division III,Division III,Non-DI,Active Member,Middle Atlantic Conferences,Middle Atlantic Conference Commonwealth,Non-HBCU,Private,Master's Colleges & Universities,"Mechanicsburg, PA",www.gomessiah.com,www.messiah.edu
Shippensburg University of Pennsylvania,Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Shippensburg, PA",www.ship.edu,www.shipraiders.com
Elizabethtown College,Division III,Division III,Non-DI,Active Member,Landmark Conference,Landmark Conference,Non-HBCU,Private,Baccalaureate Colleges,"Elizabethtown, PA",www.etown.edu,www.etownbluejays.com
Oklahoma Christian University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Private,Master's Colleges & Universities,"Edmond, OK",www.oc.edu,www.oceagles.com
Morehouse College,Division II,Division II,Non-DI,Active Member,Southern Intercol. Ath. Conf.,Southern Intercol. Ath. Conf.,HBCU,Private,Baccalaureate Colleges,"Atlanta, GA",athletics.morehouse.edu,www.morehouse.edu/
Georgia Institute of Technology,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Public,Research Universities,"Atlanta, GA",www.gatech.edu,www.ramblinwreck.com
Birmingham-Southern College,Division III,Division III,Non-DI,Active Member,Southern Athletic Association,Southern Athletic Association,Non-HBCU,Private,Baccalaureate Colleges,"Birmingham, AL",www.bsc.edu,www.bscsports.net
Huntingdon College,Division III,Division III,Non-DI,Active Member,USA South Athletic Conference,USA South Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Montgomery, AL",www.huntingdon.edu,www.huntingdonhawks.com
schools_men_men_data_updated.csv
